Date,Volume,Issue,Pages,Cleaned?,Location
1977-12-13,94,50,,,
1977-12-20,94,51,,,
1977-12-27,94,52,,,
1978-01-03,95,1,,,
1978-01-10,95,2,,,
1978-01-17,95,3,,,
1978-01-24,95,4,,,
1978-01-31,95,5,,,
1978-02-07,95,6,,,
1978-02-14,95,7,,,
1978-02-21,95,8,,,
1978-02-28,95,9,,,
1978-03-07,95,10,,,
1978-03-14,95,11,,,
1978-03-21,95,12,,,
1978-03-28,95,13,,,
1978-04-04,95,14,,,
1978-04-11,95,15,,,
1978-04-18,95,16,,,
1978-04-25,95,17,,,
1978-05-02,95,18,,,
1978-05-09,95,19,,,
1978-05-16,95,20,,,
1978-05-23,95,21,,,
1978-05-30,95,22,,,
1978-06-06,95,23,,,
1978-06-13,95,24,,,
1978-06-20,95,25,,,
1978-06-27,95,26,,,
1978-07-04,95,27,,,
1978-07-11,95,28,,,
1978-07-18,95,29,,,
1978-07-25,95,30,,,
1978-08-01,95,31,,,
1978-08-08,95,32,,,
1978-08-15,95,33,,,
1978-08-22,95,34,,,
1978-08-29,95,35,,,
1978-09-05,95,36,,,
1978-09-12,95,37,,,
1978-09-19,95,38,,,
1978-09-26,95,39,,,
1978-10-03,95,40,,,
1978-10-10,95,41,,,
1978-10-17,95,42,,,
1978-10-24,95,43,,,
1978-10-31,95,44,,,
1978-11-07,95,45,,,
1978-11-14,95,46,,,
1978-11-21,95,47,,,
1978-11-28,95,48,,,
1978-12-05,95,49,,,
1978-12-12,95,50,,,
1978-12-19,95,51,,,
1978-12-26,95,52,,,
1979-01-02,96,1,,,
1979-01-09,96,2,,,
1979-01-16,96,3,,,
1979-01-23,96,4,,,
1979-01-30,96,5,,,
1979-02-06,96,6,,,
1979-02-13,96,7,,,
1979-02-20,96,8,,,
1979-02-27,96,9,,,
1979-03-06,96,10,,,
1979-03-13,96,11,,,
1979-03-20,96,12,,,
1979-03-27,96,13,,,
1979-04-03,96,14,,,
1979-04-10,96,15,,,
1979-04-17,96,16,,,
1979-04-24,96,17,,,
1979-05-01,96,18,,,
1979-05-08,96,19,,,
1979-05-15,96,20,,,
1979-05-22,96,21,,,
1979-05-29,96,22,,,
1979-06-05,96,23,,,
1979-06-12,96,24,,,
1979-06-19,96,25,,,
1979-06-26,96,26,,,
1979-07-03,96,27,,,
1979-07-10,96,28,,,
1979-07-17,96,29,,,
1979-07-24,96,30,,,
1979-07-31,96,31,,,
1979-08-07,96,32,,,
1979-08-14,96,33,,,
1979-08-21,96,34,,,
1979-08-28,96,35,,,
1979-09-04,96,36,,,
1979-09-11,96,37,,,
1979-09-18,96,38,,,
1979-09-25,96,39,,,
1979-10-02,96,40,,,
1979-10-09,96,41,,,
1979-10-16,96,42,,,
1979-10-23,96,43,,,
1979-10-30,96,44,,,
1979-11-06,96,45,,,
1979-11-13,96,46,,,
1979-11-20,96,47,,,
1979-11-27,96,48,,,
1979-12-04,96,49,,,
1979-12-11,96,50,,,
1979-12-18,96,51,,,
1979-12-25,96,52,,,
